3340,3230,1,"en_US",0,"Seneca College Registrar's Office Markham Campus","Seneca College Registrar's Office Markham Campus","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3341,3231,1,"en_US",0,"Seneca College Registrar's Office King Campus","Seneca College Registrar's Office King Campus","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3342,3232,1,"en_US",0,"Seneca College Registrar's Office Newnham Campus","Seneca College Registrar's Office Newnham Campus","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3338,3228,1,"en_US",0,"Continuing Education Students' Association of Ryerson","Continuing Education Students' Association of Ryerson","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3339,3229,1,"en_US",0,"Seneca College Registrar's Office Seneca@York Campus","Seneca College Registrar's Office Seneca@York Campus","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3334,3224,1,"en_US",0,"Athletic Center University of Toronto","Indoor gym with indoor swimming pool, sports medicine physicians available to athletes","2014-07-28 22:40:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3335,3225,1,"en_US",0,"Densgrove Park","Very large quiet field to read a book alone or spend time with family. A small playground and two baseball fields for children and families to spend time together.","2014-07-28 22:35:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3336,3226,1,"en_US",0,"Royal Ontario Museum","The Royal Ontario Museum (ROM) provides free general admission on Tuesdays for all full-time students attending a postsecondary institution. A current student ID is required.","2014-07-28 22:30:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3337,3227,1,"en_US",0,"Davenport Perth Neighbourhood and Community Health Centre - Health Clinic","The Davenport Perth Health Centre provides primary care for clients using a multi-disciplinary team of doctors, nurses, nurse-practitioners, counsellor/therapists, dietitians and medical administration staff. The health services offered by DPNCHC are restricted to those living in the catchment area.","2014-07-28 22:53:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3331,3221,1,"en_US",0,"Office of Health Professions Student Affairs","Provides personal and couples counseling and career decision advice to health professional students","2014-07-28 22:35:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3332,3222,1,"en_US",0,"Ryerson Recreation and Athletics Center","Facility for intramurals, open recreation, sports clubs, badminton, basketball, soccer &amp; volleyball","2014-07-28 22:39:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3333,3223,1,"en_US",0,"Sorauren Farmer's Market","A family friendly market in Sorauren Park. Fresh and local produce available. Great place to stroll, socialize, and learn about healthy and sustainable eating!","2014-07-28 22:36:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3330,3220,1,"en_US",0,"Sunshine Wholesome Market","This health food store has it all! They sell numerous types of fresh immune-booting juices and smoothies, excellent for when you are feeling sick. They also have healthy prepared foods, as well as the possibility to customize your own healthy salad. The staff is friendly and knowledgeable.","2014-07-28 22:29:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3329,3219,1,"en_US",0,"Mattamy Athletic Centre","cardio room, free weights as well as a wide variety of machine weights and a sprung hardwood dance studio","2014-07-28 22:33:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3328,3218,1,"en_US",0,"Mt Pleasant Cemetery","Beautiful walking and running trails; Saturday evening concerts during the summer","2014-07-28 22:32:00",1,1,0,"2014-08-27 11:39:46",\N,"2014-09-02 14:53:03",2,11
3327,3217,1,"en_US",0,"Trinity Bellwoods Park","Trinity Bellwoods Park is a large, green space so you can always find a place to sit and chill, just read or engage in physical activity. It's relaxing and free. There are also (flea) markets on the weekends, that I know of the in summer (not sure about fall/winter) and sometimes you can find really great books for just $1 or $2!","2014-07-28 22:15:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3323,3213,1,"en_US",0,"York University - Short-Term Counselling","York University - Short-Term Counselling","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3324,3214,1,"en_US",0,"Riverdale Park","Public park","2014-07-28 22:13:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3325,3215,1,"en_US",0,"Hart House Recreation","Hart House provides a place for athletic activities, recreational activities and student group meetings.","2014-07-28 22:25:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3326,3216,1,"en_US",0,"Trinity Bellwoods Park-Dog Bowl","Play with and pet dogs for all-day for free! Nice hillside view of Trinity Bellwoods Park. Peaceful and quiet. Take a book, a coffee, or a friend.","2014-07-28 22:13:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3300,3190,1,"en_US",0,"University of Toronto - Leave The Pack Behind (LTPB)","University of Toronto - Leave The Pack Behind (LTPB)","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3301,3191,1,"en_US",0,"University of Toronto - Leave the Pack Behind","University of Toronto - Leave the Pack Behind","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3302,3192,1,"en_US",0,"University of Toronto - OISE Psychology Clinic","University of Toronto - OISE Psychology Clinic","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3303,3193,1,"en_US",0,"University of Toronto - Peer Mentorship Program","University of Toronto - Peer Mentorship Program","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3304,3194,1,"en_US",0,"University of Toronto - UTM Peer Health Education","University of Toronto - UTM Peer Health Education","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3305,3195,1,"en_US",0,"University of Toronto - Wellness Peer Programs - Leave the Pack Behind (LTPB) Peer Program","University of Toronto - Wellness Peer Programs - Leave the Pack Behind (LTPB) Peer Program","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3306,3196,1,"en_US",0,"University of Toronto - Wellness Peer Programs - Mental Wellness","University of Toronto - Wellness Peer Programs - Mental Wellness","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3307,3197,1,"en_US",0,"University of Toronto - Wellness Peer Programs - Party In The Right Spirit Peer Program","University of Toronto - Wellness Peer Programs - Party In The Right Spirit Peer Program","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3308,3198,1,"en_US",0,"William Osler Health System - Mental Health Crisis Intervention","William Osler Health System - Mental Health Crisis Intervention","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3309,3199,1,"en_US",0,"William Osler Health System - Mental Health Crisis Intervention","William Osler Health System - Mental Health Crisis Intervention","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3310,3200,1,"en_US",0,"William Osler Health System - Mental Health Emergency Services Unit","William Osler Health System - Mental Health Emergency Services Unit","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3311,3201,1,"en_US",0,"Women's College Hospital - Brief Psychotherapy Centre for Women (BPCW)","Women's College Hospital - Brief Psychotherapy Centre for Women (BPCW)","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3312,3202,1,"en_US",0,"WoodGreen Community Services - Counselling and Support Services","WoodGreen Community Services - Counselling and Support Services","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3313,3203,1,"en_US",0,"Working for Change - Out of This World Cafe","Working for Change - Out of This World Cafe","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,"2014-09-04 07:28:53",2,11
3314,3204,1,"en_US",0,"YWCA Toronto - Choices for Living Program","YWCA Toronto - Choices for Living Program","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3315,3205,1,"en_US",0,"York Region Abuse Program - Adult Program","York Region Abuse Program - Adult Program","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3316,3206,1,"en_US",0,"York Support Services Network - Short-Term Crisis Beds","York Support Services Network - Short-Term Crisis Beds","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
3317,3207,1,"en_US",0,"York University - Crisis Intervention","York University - Crisis Intervention","2014-08-15 00:00:00",1,1,0,"2014-08-27 11:39:46",\N,\N,0,\N
